Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
2010,Alzheimer's disease (G30),Alzheimer's disease,Arkansas,955,29.6
2010,Alzheimer's disease (G30),Alzheimer's disease,California,10856,30.1
2010,Alzheimer's disease (G30),Alzheimer's disease,Colorado,1334,31.1
2010,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,820,17.1
2010,Alzheimer's disease (G30),Alzheimer's disease,Delaware,215,21.9
2010,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,114,18.7
2010,Alzheimer's disease (G30),Alzheimer's disease,Florida,4831,18.1
2010,Alzheimer's disease (G30),Alzheimer's disease,Georgia,2080,28.3
2010,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,189,10.5
2010,Alzheimer's disease (G30),Alzheimer's disease,Idaho,410,26.8
2010,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2927,20.9
2010,Alzheimer's disease (G30),Alzheimer's disease,Indiana,1940,27.8
2010,Alzheimer's disease (G30),Alzheimer's disease,Iowa,1411,32.9
2010,Alzheimer's disease (G30),Alzheimer's disease,Kansas,825,24.2
2010,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1464,33.5
2010,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,1295,30.8
2010,Alzheimer's disease (G30),Alzheimer's disease,Maine,502,28.6
2010,Alzheimer's disease (G30),Alzheimer's disease,Maryland,986,16.8
2010,Alzheimer's disease (G30),Alzheimer's disease,Massachusetts,1773,21.2
2010,Alzheimer's disease (G30),Alzheimer's disease,Michigan,2736,24.0
2010,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,1451,23.4
2010,Alzheimer's disease (G30),Alzheimer's disease,Mississippi,927,32.6
2010,Alzheimer's disease (G30),Alzheimer's disease,Missouri,1986,28.8
2010,Alzheimer's disease (G30),Alzheimer's disease,Montana,302,25.2
2010,Alzheimer's disease (G30),Alzheimer's disease,Nebraska,565,24.9
2010,Alzheimer's disease (G30),Alzheimer's disease,Nevada,296,14.2
2010,Alzheimer's disease (G30),Alzheimer's disease,New Hampshire,396,26.9
2010,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,1878,17.7
2010,Alzheimer's disease (G30),Alzheimer's disease,New Mexico,343,16.8
2010,Alzheimer's disease (G30),Alzheimer's disease,New York,2616,11.3
2010,Alzheimer's disease (G30),Alzheimer's disease,North Carolina,2817,30.3
2010,Alzheimer's disease (G30),Alzheimer's disease,North Dakota,361,37.2
2010,Alzheimer's disease (G30),Alzheimer's disease,Ohio,4109,29.7
2010,Alzheimer's disease (G30),Alzheimer's disease,Oklahoma,1015,26.1
2010,Alzheimer's disease (G30),Alzheimer's disease,Oregon,1300,28.5
2010,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,3591,20.0
2010,Alzheimer's disease (G30),Alzheimer's disease,Rhode Island,338,22.6
2010,Alzheimer's disease (G30),Alzheimer's disease,South Carolina,1570,34.7
2010,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,398,35.9
2010,Alzheimer's disease (G30),Alzheimer's disease,Tennessee,2440,38.5
2010,Alzheimer's disease (G30),Alzheimer's disease,Texas,5209,26.8
2010,Alzheimer's disease (G30),Alzheimer's disease,United States,83494,25.1
2010,Alzheimer's disease (G30),Alzheimer's disease,Utah,375,19.3
2010,Alzheimer's disease (G30),Alzheimer's disease,Vermont,238,30.8
2010,Alzheimer's disease (G30),Alzheimer's disease,Virginia,1848,24.5
2010,Alzheimer's disease (G30),Alzheimer's disease,Washington,3025,43.6
2010,Alzheimer's disease (G30),Alzheimer's disease,West Virginia,594,26.0
2010,Alzheimer's disease (G30),Alzheimer's disease,Wisconsin,1762,25.3
2010,Alzheimer's disease (G30),Alzheimer's disease,Wyoming,146,27.2
2009,Alzheimer's disease (G30),Alzheimer's disease,Alabama,1521,31.6
2009,Alzheimer's disease (G30),Alzheimer's disease,Alaska,67,21.5
2009,Alzheimer's disease (G30),Alzheimer's disease,Arizona,2097,32.7
2009,Alzheimer's disease (G30),Alzheimer's disease,Arkansas,885,27.8
2009,Alzheimer's disease (G30),Alzheimer's disease,California,9905,28.1
2009,Alzheimer's disease (G30),Alzheimer's disease,Colorado,1319,31.4
2009,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,778,16.3
2009,Alzheimer's disease (G30),Alzheimer's disease,Delaware,163,16.9
2009,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,94,15.7
2009,Alzheimer's disease (G30),Alzheimer's disease,Florida,4617,17.6
2009,Alzheimer's disease (G30),Alzheimer's disease,Georgia,1865,25.9
2009,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,253,14.8
2009,Alzheimer's disease (G30),Alzheimer's disease,Idaho,369,24.7
2009,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2891,21.0
2009,Alzheimer's disease (G30),Alzheimer's disease,Indiana,1884,27.4
2009,Alzheimer's disease (G30),Alzheimer's disease,Iowa,1265,29.9
2009,Alzheimer's disease (G30),Alzheimer's disease,Kansas,802,23.9
2009,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1345,31.3
2009,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,1336,32.3
2009,Alzheimer's disease (G30),Alzheimer's disease,Maine,466,26.9
2009,Alzheimer's disease (G30),Alzheimer's disease,Maryland,937,16.3
2009,Alzheimer's disease (G30),Alzheimer's disease,Massachusetts,1700,20.6
2009,Alzheimer's disease (G30),Alzheimer's disease,Michigan,2578,22.9
2009,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,1358,22.2
2009,Alzheimer's disease (G30),Alzheimer's disease,Mississippi,900,32.1
2009,Alzheimer's disease (G30),Alzheimer's disease,Missouri,1728,25.5
2009,Alzheimer's disease (G30),Alzheimer's disease,Montana,256,21.6
2009,Alzheimer's disease (G30),Alzheimer's disease,Nebraska,573,25.6
2009,Alzheimer's disease (G30),Alzheimer's disease,Nevada,312,15.5
2009,Alzheimer's disease (G30),Alzheimer's disease,New Hampshire,367,25.0
2009,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,1872,17.9
2009,Alzheimer's disease (G30),Alzheimer's disease,New Mexico,373,18.6
2009,Alzheimer's disease (G30),Alzheimer's disease,New York,2396,10.5
2009,Alzheimer's disease (G30),Alzheimer's disease,North Carolina,2646,29.2
2009,Alzheimer's disease (G30),Alzheimer's disease,North Dakota,366,39.0
2009,Alzheimer's disease (G30),Alzheimer's disease,Ohio,3879,28.5
2009,Alzheimer's disease (G30),Alzheimer's disease,Oklahoma,993,25.8
2009,Alzheimer's disease (G30),Alzheimer's disease,Oregon,1212,27.3
2009,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,3547,20.0
2009,Alzheimer's disease (G30),Alzheimer's disease,Rhode Island,321,21.7
2009,Alzheimer's disease (G30),Alzheimer's disease,South Carolina,1478,33.4
2009,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,403,36.8
2009,Alzheimer's disease (G30),Alzheimer's disease,Tennessee,2203,35.4
2009,Alzheimer's disease (G30),Alzheimer's disease,Texas,5064,26.6
2009,Alzheimer's disease (G30),Alzheimer's disease,United States,79003,24.2
2009,Alzheimer's disease (G30),Alzheimer's disease,Utah,371,19.6
2009,Alzheimer's disease (G30),Alzheimer's disease,Vermont,190,25.5
2009,Alzheimer's disease (G30),Alzheimer's disease,Virginia,1738,23.5
2009,Alzheimer's disease (G30),Alzheimer's disease,Washington,3010,44.6
2009,Alzheimer's disease (G30),Alzheimer's disease,West Virginia,563,24.9
2009,Alzheimer's disease (G30),Alzheimer's disease,Wisconsin,1611,23.3
2009,Alzheimer's disease (G30),Alzheimer's disease,Wyoming,136,25.8
2008,Alzheimer's disease (G30),Alzheimer's disease,Alabama,1518,32.1
2008,Alzheimer's disease (G30),Alzheimer's disease,Alaska,80,27.0
2008,Alzheimer's disease (G30),Alzheimer's disease,Arizona,2099,34.0
2008,Alzheimer's disease (G30),Alzheimer's disease,Arkansas,893,28.4
2008,Alzheimer's disease (G30),Alzheimer's disease,California,10098,29.5
2008,Alzheimer's disease (G30),Alzheimer's disease,Colorado,1353,33.4
2008,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,839,17.8
2008,Alzheimer's disease (G30),Alzheimer's disease,Delaware,204,21.7
2008,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,132,22.5
2008,Alzheimer's disease (G30),Alzheimer's disease,Florida,4743,18.6
2008,Alzheimer's disease (G30),Alzheimer's disease,Georgia,1929,27.5
2008,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,218,13.3
2008,Alzheimer's disease (G30),Alzheimer's disease,Idaho,393,27.2
2008,Alzheimer's disease (G30),Alzheimer's disease,Illinois,3192,23.6
2008,Alzheimer's disease (G30),Alzheimer's disease,Indiana,1971,29.3
2008,Alzheimer's disease (G30),Alzheimer's disease,Iowa,1332,31.5
2008,Alzheimer's disease (G30),Alzheimer's disease,Kansas,961,28.8
2008,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1370,32.3
2008,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,1361,33.4
2008,Alzheimer's disease (G30),Alzheimer's disease,Maine,450,26.3
2008,Alzheimer's disease (G30),Alzheimer's disease,Maryland,1016,18.2
2008,Alzheimer's disease (G30),Alzheimer's disease,Massachusetts,1832,22.5
2008,Alzheimer's disease (G30),Alzheimer's disease,Michigan,2739,24.8
2008,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,1344,22.3
2008,Alzheimer's disease (G30),Alzheimer's disease,Mississippi,916,32.9
2008,Alzheimer's disease (G30),Alzheimer's disease,Missouri,2010,30.0
2008,Alzheimer's disease (G30),Alzheimer's disease,Montana,294,25.4
2008,Alzheimer's disease (G30),Alzheimer's disease,Nebraska,610,27.3
2008,Alzheimer's disease (G30),Alzheimer's disease,Nevada,279,14.5
2008,Alzheimer's disease (G30),Alzheimer's disease,New Hampshire,393,27.4
2008,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,1857,18.2
2008,Alzheimer's disease (G30),Alzheimer's disease,New Mexico,366,19.0
2008,Alzheimer's disease (G30),Alzheimer's disease,New York,2303,10.3
2008,Alzheimer's disease (G30),Alzheimer's disease,North Carolina,2624,29.8
2008,Alzheimer's disease (G30),Alzheimer's disease,North Dakota,312,33.1
2008,Alzheimer's disease (G30),Alzheimer's disease,Ohio,4285,32.0
2008,Alzheimer's disease (G30),Alzheimer's disease,Oklahoma,1061,28.0
2008,Alzheimer's disease (G30),Alzheimer's disease,Oregon,1302,29.8
2008,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,3863,22.1
2008,Alzheimer's disease (G30),Alzheimer's disease,Rhode Island,359,24.4
2008,Alzheimer's disease (G30),Alzheimer's disease,South Carolina,1492,34.7
2008,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,402,37.4
2008,Alzheimer's disease (G30),Alzheimer's disease,Tennessee,2423,39.9
2008,Alzheimer's disease (G30),Alzheimer's disease,Texas,5280,28.6
2008,Alzheimer's disease (G30),Alzheimer's disease,United States,82435,25.8
2008,Alzheimer's disease (G30),Alzheimer's disease,Utah,409,22.5
2008,Alzheimer's disease (G30),Alzheimer's disease,Vermont,218,29.8
2008,Alzheimer's disease (G30),Alzheimer's disease,Virginia,1763,24.6
2008,Alzheimer's disease (G30),Alzheimer's disease,Washington,3105,47.1
2008,Alzheimer's disease (G30),Alzheimer's disease,West Virginia,662,29.7
2008,Alzheimer's disease (G30),Alzheimer's disease,Wisconsin,1655,24.4
2008,Alzheimer's disease (G30),Alzheimer's disease,Wyoming,125,24.3
2007,Alzheimer's disease (G30),Alzheimer's disease,Alabama,1517,32.6
2007,Alzheimer's disease (G30),Alzheimer's disease,Alaska,65,22.4
2007,Alzheimer's disease (G30),Alzheimer's disease,Arizona,2051,34.2
2007,Alzheimer's disease (G30),Alzheimer's disease,Arkansas,824,26.5
2007,Alzheimer's disease (G30),Alzheimer's disease,California,8497,25.6
2007,Alzheimer's disease (G30),Alzheimer's disease,Colorado,1109,28.3
2007,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,764,16.6
2007,Alzheimer's disease (G30),Alzheimer's disease,Delaware,201,22.1
2007,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,140,24.0
2007,Alzheimer's disease (G30),Alzheimer's disease,Florida,4644,18.7
2007,Alzheimer's disease (G30),Alzheimer's disease,Georgia,1849,27.2
2007,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,247,15.7
2007,Alzheimer's disease (G30),Alzheimer's disease,Idaho,416,29.4
2007,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2734,20.5
2007,Alzheimer's disease (G30),Alzheimer's disease,Indiana,1663,25.1
2007,Alzheimer's disease (G30),Alzheimer's disease,Iowa,1202,28.7
2007,Alzheimer's disease (G30),Alzheimer's disease,Kansas,860,25.8
2007,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1198,28.7
2007,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,1324,33.3
2007,Alzheimer's disease (G30),Alzheimer's disease,Maine,470,28.1
2007,Alzheimer's disease (G30),Alzheimer's disease,Maryland,881,16.2
2007,Alzheimer's disease (G30),Alzheimer's disease,Massachusetts,1695,21.1
2007,Alzheimer's disease (G30),Alzheimer's disease,Michigan,2432,22.4
2007,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,1179,19.9
2007,Alzheimer's disease (G30),Alzheimer's disease,Mississippi,797,28.9
2007,Alzheimer's disease (G30),Alzheimer's disease,Missouri,1681,25.5
2007,Alzheimer's disease (G30),Alzheimer's disease,Montana,260,22.6
2007,Alzheimer's disease (G30),Alzheimer's disease,Nebraska,512,23.5
2007,Alzheimer's disease (G30),Alzheimer's disease,Nevada,248,13.4
2007,Alzheimer's disease (G30),Alzheimer's disease,New Hampshire,418,29.5
2007,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,1823,18.2
2007,Alzheimer's disease (G30),Alzheimer's disease,New Mexico,322,17.1
2007,Alzheimer's disease (G30),Alzheimer's disease,New York,1999,9.1
2007,Alzheimer's disease (G30),Alzheimer's disease,North Carolina,2460,28.7
2007,Alzheimer's disease (G30),Alzheimer's disease,North Dakota,395,42.0
2007,Alzheimer's disease (G30),Alzheimer's disease,Ohio,3671,27.9
2007,Alzheimer's disease (G30),Alzheimer's disease,Oklahoma,927,24.8
2007,Alzheimer's disease (G30),Alzheimer's disease,Oregon,1200,27.9
2007,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,3505,20.3
2007,Alzheimer's disease (G30),Alzheimer's disease,Rhode Island,328,22.2
2007,Alzheimer's disease (G30),Alzheimer's disease,South Carolina,1396,33.6
2007,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,346,32.1
2007,Alzheimer's disease (G30),Alzheimer's disease,Tennessee,2276,38.2
2007,Alzheimer's disease (G30),Alzheimer's disease,Texas,4814,26.8
2007,Alzheimer's disease (G30),Alzheimer's disease,United States,74632,23.8
2007,Alzheimer's disease (G30),Alzheimer's disease,Utah,393,22.1
2007,Alzheimer's disease (G30),Alzheimer's disease,Vermont,205,28.7
2007,Alzheimer's disease (G30),Alzheimer's disease,Virginia,1703,24.4
2007,Alzheimer's disease (G30),Alzheimer's disease,Washington,2689,41.8
2007,Alzheimer's disease (G30),Alzheimer's disease,West Virginia,534,24.2
2007,Alzheimer's disease (G30),Alzheimer's disease,Wisconsin,1658,24.7
2007,Alzheimer's disease (G30),Alzheimer's disease,Wyoming,110,22.0
2006,Alzheimer's disease (G30),Alzheimer's disease,Alabama,1497,32.7
2006,Alzheimer's disease (G30),Alzheimer's disease,Alaska,73,25.9
2006,Alzheimer's disease (G30),Alzheimer's disease,Arizona,2066,35.8
2006,Alzheimer's disease (G30),Alzheimer's disease,Arkansas,783,25.5
2006,Alzheimer's disease (G30),Alzheimer's disease,California,8146,25.3
2006,Alzheimer's disease (G30),Alzheimer's disease,Colorado,1058,28.1
2006,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,728,16.0
2006,Alzheimer's disease (G30),Alzheimer's disease,Delaware,189,21.6
2006,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,117,20.7
2006,Alzheimer's disease (G30),Alzheimer's disease,Florida,4689,19.3
2006,Alzheimer's disease (G30),Alzheimer's disease,Georgia,1820,27.5
2006,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,201,13.2
2006,Alzheimer's disease (G30),Alzheimer's disease,Idaho,400,29.0
2006,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2794,21.3
2006,Alzheimer's disease (G30),Alzheimer's disease,Indiana,1696,26.1
2006,Alzheimer's disease (G30),Alzheimer's disease,Iowa,1121,27.0
2006,Alzheimer's disease (G30),Alzheimer's disease,Kansas,830,25.1
2006,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1153,28.1
2006,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,1282,32.9
2006,Alzheimer's disease (G30),Alzheimer's disease,Maine,477,29.2
2006,Alzheimer's disease (G30),Alzheimer's disease,Maryland,915,17.3
2006,Alzheimer's disease (G30),Alzheimer's disease,Massachusetts,1560,19.8
2006,Alzheimer's disease (G30),Alzheimer's disease,Michigan,2331,22.0
2006,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,1299,22.6
2006,Alzheimer's disease (G30),Alzheimer's disease,Mississippi,744,27.4
2006,Alzheimer's disease (G30),Alzheimer's disease,Missouri,1632,25.1
2006,Alzheimer's disease (G30),Alzheimer's disease,Montana,226,20.1
2006,Alzheimer's disease (G30),Alzheimer's disease,Nebraska,500,23.3
2006,Alzheimer's disease (G30),Alzheimer's disease,Nevada,281,15.9
2006,Alzheimer's disease (G30),Alzheimer's disease,New Hampshire,372,27.1
2006,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,1649,16.9
2006,Alzheimer's disease (G30),Alzheimer's disease,New Mexico,348,19.3
2006,Alzheimer's disease (G30),Alzheimer's disease,New York,2021,9.4
2006,Alzheimer's disease (G30),Alzheimer's disease,North Carolina,2265,27.3
2006,Alzheimer's disease (G30),Alzheimer's disease,North Dakota,318,34.4
2006,Alzheimer's disease (G30),Alzheimer's disease,Ohio,3565,27.7
2006,Alzheimer's disease (G30),Alzheimer's disease,Oklahoma,928,25.2
2006,Alzheimer's disease (G30),Alzheimer's disease,Oregon,1231,29.4
2006,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,3311,19.6
2006,Alzheimer's disease (G30),Alzheimer's disease,Rhode Island,297,20.4
2006,Alzheimer's disease (G30),Alzheimer's disease,South Carolina,1364,34.1
2006,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,329,31.0
2006,Alzheimer's disease (G30),Alzheimer's disease,Tennessee,2115,36.3
2006,Alzheimer's disease (G30),Alzheimer's disease,Texas,4887,27.9
2006,Alzheimer's disease (G30),Alzheimer's disease,United States,72432,23.7
2006,Alzheimer's disease (G30),Alzheimer's disease,Utah,390,22.7
2006,Alzheimer's disease (G30),Alzheimer's disease,Vermont,186,26.5
2006,Alzheimer's disease (G30),Alzheimer's disease,Virginia,1574,23.2
2006,Alzheimer's disease (G30),Alzheimer's disease,Washington,2470,39.3
2006,Alzheimer's disease (G30),Alzheimer's disease,West Virginia,496,22.8
2006,Alzheimer's disease (G30),Alzheimer's disease,Wisconsin,1596,24.4
2006,Alzheimer's disease (G30),Alzheimer's disease,Wyoming,112,22.7
2005,Alzheimer's disease (G30),Alzheimer's disease,Alabama,1501,33.4
2005,Alzheimer's disease (G30),Alzheimer's disease,Alaska,61,22.2
2005,Alzheimer's disease (G30),Alzheimer's disease,Arizona,1831,33.0
2005,Alzheimer's disease (G30),Alzheimer's disease,Arkansas,686,22.8
2005,Alzheimer's disease (G30),Alzheimer's disease,California,7706,24.6
2005,Alzheimer's disease (G30),Alzheimer's disease,Colorado,1064,29.5
2005,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,777,17.4
2005,Alzheimer's disease (G30),Alzheimer's disease,Delaware,180,21.2
2005,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,112,19.7
2005,Alzheimer's disease (G30),Alzheimer's disease,Florida,4608,19.4
2005,Alzheimer's disease (G30),Alzheimer's disease,Georgia,1745,27.4
2005,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,192,13.1
2005,Alzheimer's disease (G30),Alzheimer's disease,Idaho,407,30.7
2005,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2827,21.9
2005,Alzheimer's disease (G30),Alzheimer's disease,Indiana,1651,26.0
2005,Alzheimer's disease (G30),Alzheimer's disease,Iowa,1082,26.5
2005,Alzheimer's disease (G30),Alzheimer's disease,Kansas,912,28.1
2005,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1147,28.7
2005,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,1405,34.8
2005,Alzheimer's disease (G30),Alzheimer's disease,Maine,476,29.9
2005,Alzheimer's disease (G30),Alzheimer's disease,Maryland,958,18.7
2005,Alzheimer's disease (G30),Alzheimer's disease,Massachusetts,1638,21.1
2005,Alzheimer's disease (G30),Alzheimer's disease,Michigan,2359,22.9
2005,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,1320,23.5
2005,Alzheimer's disease (G30),Alzheimer's disease,Mississippi,721,26.6
2005,Alzheimer's disease (G30),Alzheimer's disease,Missouri,1635,25.6
2005,Alzheimer's disease (G30),Alzheimer's disease,Montana,267,24.6
2005,Alzheimer's disease (G30),Alzheimer's disease,Nebraska,473,22.3
2005,Alzheimer's disease (G30),Alzheimer's disease,Nevada,310,18.1
2005,Alzheimer's disease (G30),Alzheimer's disease,New Hampshire,376,28.3
2005,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,1815,19.0
2005,Alzheimer's disease (G30),Alzheimer's disease,New Mexico,327,18.7
2005,Alzheimer's disease (G30),Alzheimer's disease,New York,2065,9.7
2005,Alzheimer's disease (G30),Alzheimer's disease,North Carolina,2417,30.5
2005,Alzheimer's disease (G30),Alzheimer's disease,North Dakota,287,31.5
2005,Alzheimer's disease (G30),Alzheimer's disease,Ohio,3478,27.7
2005,Alzheimer's disease (G30),Alzheimer's disease,Oklahoma,1012,28.0
2005,Alzheimer's disease (G30),Alzheimer's disease,Oregon,1239,30.5
2005,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,3429,20.7
2005,Alzheimer's disease (G30),Alzheimer's disease,Rhode Island,298,20.9
2005,Alzheimer's disease (G30),Alzheimer's disease,South Carolina,1316,34.3
2005,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,290,28.3
2005,Alzheimer's disease (G30),Alzheimer's disease,Tennessee,2033,36.1
2005,Alzheimer's disease (G30),Alzheimer's disease,Texas,4629,27.4
2005,Alzheimer's disease (G30),Alzheimer's disease,United States,71599,24.0
2005,Alzheimer's disease (G30),Alzheimer's disease,Utah,368,22.4
2005,Alzheimer's disease (G30),Alzheimer's disease,Vermont,184,27.1
2005,Alzheimer's disease (G30),Alzheimer's disease,Virginia,1550,23.6
2005,Alzheimer's disease (G30),Alzheimer's disease,Washington,2309,38.2
2005,Alzheimer's disease (G30),Alzheimer's disease,West Virginia,504,23.6
2005,Alzheimer's disease (G30),Alzheimer's disease,Wisconsin,1512,23.5
2005,Alzheimer's disease (G30),Alzheimer's disease,Wyoming,110,22.8
2004,Alzheimer's disease (G30),Alzheimer's disease,Alabama,1385,31.4
2004,Alzheimer's disease (G30),Alzheimer's disease,Alaska,48,18.0
2004,Alzheimer's disease (G30),Alzheimer's disease,Arizona,1675,31.6
2004,Alzheimer's disease (G30),Alzheimer's disease,Arkansas,622,20.9
2004,Alzheimer's disease (G30),Alzheimer's disease,California,6964,22.9
2004,Alzheimer's disease (G30),Alzheimer's disease,Colorado,912,26.1
2004,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,684,15.7
2004,Alzheimer's disease (G30),Alzheimer's disease,Delaware,155,19.0
2004,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,119,21.2
2004,Alzheimer's disease (G30),Alzheimer's disease,Florida,4307,18.6
2004,Alzheimer's disease (G30),Alzheimer's disease,Georgia,1710,27.8
2004,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,171,12.2
2004,Alzheimer's disease (G30),Alzheimer's disease,Idaho,343,26.7
2004,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2595,20.4
2004,Alzheimer's disease (G30),Alzheimer's disease,Indiana,1552,24.9
2004,Alzheimer's disease (G30),Alzheimer's disease,Iowa,968,24.0
2004,Alzheimer's disease (G30),Alzheimer's disease,Kansas,769,24.1
2004,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,982,25.1
2004,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,1267,32.0
2004,Alzheimer's disease (G30),Alzheimer's disease,Maine,512,32.7
2004,Alzheimer's disease (G30),Alzheimer's disease,Maryland,905,18.3
2004,Alzheimer's disease (G30),Alzheimer's disease,Massachusetts,1673,22.0
2004,Alzheimer's disease (G30),Alzheimer's disease,Michigan,2232,22.0
2004,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,1231,22.3
2004,Alzheimer's disease (G30),Alzheimer's disease,Mississippi,630,23.7
2004,Alzheimer's disease (G30),Alzheimer's disease,Missouri,1381,21.9
2004,Alzheimer's disease (G30),Alzheimer's disease,Montana,228,21.5
2004,Alzheimer's disease (G30),Alzheimer's disease,Nebraska,459,22.0
2004,Alzheimer's disease (G30),Alzheimer's disease,Nevada,292,18.2
2004,Alzheimer's disease (G30),Alzheimer's disease,New Hampshire,331,25.9
2004,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,1711,18.3
2004,Alzheimer's disease (G30),Alzheimer's disease,New Mexico,328,19.3
2004,Alzheimer's disease (G30),Alzheimer's disease,New York,1989,9.5
2004,Alzheimer's disease (G30),Alzheimer's disease,North Carolina,2188,28.4
2004,Alzheimer's disease (G30),Alzheimer's disease,North Dakota,313,34.4
2004,Alzheimer's disease (G30),Alzheimer's disease,Ohio,2927,23.7
2004,Alzheimer's disease (G30),Alzheimer's disease,Oklahoma,867,24.2
2004,Alzheimer's disease (G30),Alzheimer's disease,Oregon,1262,31.8
2004,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,3277,20.2
2004,Alzheimer's disease (G30),Alzheimer's disease,Rhode Island,283,20.1
2004,Alzheimer's disease (G30),Alzheimer's disease,South Carolina,1245,33.3
2004,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,243,23.9
2004,Alzheimer's disease (G30),Alzheimer's disease,Tennessee,1615,29.3
2004,Alzheimer's disease (G30),Alzheimer's disease,Texas,4336,26.4
2004,Alzheimer's disease (G30),Alzheimer's disease,United States,65965,22.6
2004,Alzheimer's disease (G30),Alzheimer's disease,Utah,376,23.6
2004,Alzheimer's disease (G30),Alzheimer's disease,Vermont,173,25.9
2004,Alzheimer's disease (G30),Alzheimer's disease,Virginia,1480,23.2
2004,Alzheimer's disease (G30),Alzheimer's disease,Washington,2233,37.9
2004,Alzheimer's disease (G30),Alzheimer's disease,West Virginia,493,23.3
2004,Alzheimer's disease (G30),Alzheimer's disease,Wisconsin,1419,22.5
2004,Alzheimer's disease (G30),Alzheimer's disease,Wyoming,105,22.4
2003,Alzheimer's disease (G30),Alzheimer's disease,Alabama,1268,28.8
2003,Alzheimer's disease (G30),Alzheimer's disease,Alaska,56,22.9
2003,Alzheimer's disease (G30),Alzheimer's disease,Arizona,1703,32.9
2003,Alzheimer's disease (G30),Alzheimer's disease,Arkansas,552,18.6
2003,Alzheimer's disease (G30),Alzheimer's disease,California,6585,22.0
2003,Alzheimer's disease (G30),Alzheimer's disease,Colorado,899,26.5
2003,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,612,14.2
