Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
970,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,788,157
971,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,193,258
972,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,1.271,177
973,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,555,182
974,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,4.294,105
975,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,1.168,205
976,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,397,101
977,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,119,115
978,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,District of Columbia,40,52
979,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Florida,3.143,140
980,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Georgia,1.409,133
981,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Hawaii,174,121
982,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Idaho,351,214
983,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Illinois,1.415,107
984,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Indiana,1.034,154
985,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Iowa,451,146
986,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kansas,514,179
987,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kentucky,756,168
988,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Louisiana,677,142
989,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maine,226,159
990,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maryland,586,94
991,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Massachusetts,631,88
992,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Michigan,1.364,133
993,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Minnesota,745,132
994,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Mississippi,383,127
995,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Missouri,1.133,184
996,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Montana,267,259
997,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Nebraska,246,131
998,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Nevada,650,214
999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Hampshire,244,172
1000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Jersey,687,72
1001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Mexico,471,225
1002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New York,1.679,81
1003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,North Carolina,1.373,130
1004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,North Dakota,140,190
1005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Ohio,1.707,142
1006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oklahoma,822,210
1007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oregon,772,178
1008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Pennsylvania,1.97,147
1009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Rhode Island,126,112
1010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Carolina,815,157
1011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Dakota,163,202
1012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Tennessee,1.111,163
1013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Texas,3.488,126
1014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Utah,620,218
1015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Vermont,118,173
1016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Virginia,1.166,132
1017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Washington,1.141,149
1018,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,West Virginia,362,193
1019,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Wisconsin,866,147
1020,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Wyoming,144,252
1021,Malignant neoplasms (C00-C97),Cancer,Alabama,10.419,1740
1022,Malignant neoplasms (C00-C97),Cancer,Alaska,995,1587
1023,Malignant neoplasms (C00-C97),Cancer,Arizona,11.876,1368
1024,Malignant neoplasms (C00-C97),Cancer,Arkansas,6.612,1788
1025,Malignant neoplasms (C00-C97),Cancer,California,59.515,1397
1026,Malignant neoplasms (C00-C97),Cancer,Colorado,7.928,1371
1027,Malignant neoplasms (C00-C97),Cancer,Connecticut,6.696,1449
1028,Malignant neoplasms (C00-C97),Cancer,Delaware,2.124,1708
1029,Malignant neoplasms (C00-C97),Cancer,District of Columbia,1.044,1601
1030,Malignant neoplasms (C00-C97),Cancer,Florida,44.266,1469
1031,Malignant neoplasms (C00-C97),Cancer,Georgia,17.184,1602
1032,Malignant neoplasms (C00-C97),Cancer,Hawaii,2.401,1287
1033,Malignant neoplasms (C00-C97),Cancer,Idaho,2.884,1509
1034,Malignant neoplasms (C00-C97),Cancer,Illinois,24.389,1635
1035,Malignant neoplasms (C00-C97),Cancer,Indiana,13.424,1725
1036,Malignant neoplasms (C00-C97),Cancer,Iowa,6.432,1598
1037,Malignant neoplasms (C00-C97),Cancer,Kansas,5.484,1586
1038,Malignant neoplasms (C00-C97),Cancer,Kentucky,10.363,1938
1039,Malignant neoplasms (C00-C97),Cancer,Louisiana,9.149,1719
1040,Malignant neoplasms (C00-C97),Cancer,Maine,3.275,1689
1041,Malignant neoplasms (C00-C97),Cancer,Maryland,10.911,1565
1042,Malignant neoplasms (C00-C97),Cancer,Massachusetts,12.717,1502
1043,Malignant neoplasms (C00-C97),Cancer,Michigan,20.87,1664
1044,Malignant neoplasms (C00-C97),Cancer,Minnesota,9.857,1486
1045,Malignant neoplasms (C00-C97),Cancer,Mississippi,6.568,1877
1046,Malignant neoplasms (C00-C97),Cancer,Missouri,12.696,1670
1047,Malignant neoplasms (C00-C97),Cancer,Montana,2.031,1459
1048,Malignant neoplasms (C00-C97),Cancer,Nebraska,3.477,1536
1049,Malignant neoplasms (C00-C97),Cancer,Nevada,5.214,1573
1050,Malignant neoplasms (C00-C97),Cancer,New Hampshire,2.875,1641
1051,Malignant neoplasms (C00-C97),Cancer,New Jersey,16.377,1497
1052,Malignant neoplasms (C00-C97),Cancer,New Mexico,3.56,1388
1053,Malignant neoplasms (C00-C97),Cancer,New York,35.368,1475
1054,Malignant neoplasms (C00-C97),Cancer,North Carolina,19.523,1616
1055,Malignant neoplasms (C00-C97),Cancer,North Dakota,1.253,1427
1056,Malignant neoplasms (C00-C97),Cancer,Ohio,25.509,1734
1057,Malignant neoplasms (C00-C97),Cancer,Oklahoma,8.115,1778
1058,Malignant neoplasms (C00-C97),Cancer,Oregon,8.078,1559
1059,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,28.492,1647
1060,Malignant neoplasms (C00-C97),Cancer,Rhode Island,2.171,1580
1061,Malignant neoplasms (C00-C97),Cancer,South Carolina,10.356,1677
1062,Malignant neoplasms (C00-C97),Cancer,South Dakota,1.694,1567
1063,Malignant neoplasms (C00-C97),Cancer,Tennessee,14.45,1799
1064,Malignant neoplasms (C00-C97),Cancer,Texas,40.195,1485
1065,Malignant neoplasms (C00-C97),Cancer,Utah,3.125,1224
1066,Malignant neoplasms (C00-C97),Cancer,Vermont,1.356,1584
1067,Malignant neoplasms (C00-C97),Cancer,Virginia,15.027,1561
1068,Malignant neoplasms (C00-C97),Cancer,Washington,12.594,1509
1069,Malignant neoplasms (C00-C97),Cancer,West Virginia,4.659,1822
1070,Malignant neoplasms (C00-C97),Cancer,Wisconsin,11.498,1580
1071,Malignant neoplasms (C00-C97),Cancer,Wyoming,962,1409
1072,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,1.012,174
1073,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,53,100
1074,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arizona,487,57
1075,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arkansas,722,200
1076,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,California,3.64,86
1077,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,491,89
1078,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Connecticut,570,121
1079,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Delaware,208,171
1080,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,District of Columbia,57,90
1081,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Florida,3.144,102
1082,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Georgia,1.864,184
1083,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Hawaii,215,112
1084,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Idaho,190,103
1085,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Illinois,2.518,170
1086,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Indiana,1.411,184
1087,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Iowa,352,83
1088,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kansas,533,150
1089,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kentucky,1.034,203
1090,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Louisiana,1.153,226
1091,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Maine,239,124
1092,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Maryland,823,121
1093,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Massachusetts,1.139,132
1094,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Michigan,1.791,143
1095,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Minnesota,588,88
1096,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Mississippi,763,228
1097,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Missouri,1.483,196
1098,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Montana,155,113
1099,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nebraska,220,95
1100,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nevada,274,88
1101,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Hampshire,161,94
1102,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Jersey,1.535,138
1103,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Mexico,293,117
1104,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New York,2.385,98
1105,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,North Carolina,2.002,171
1106,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,North Dakota,106,113
1107,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Ohio,2.262,154
1108,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oklahoma,577,129
1109,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oregon,398,77
1110,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Pennsylvania,2.813,157
1111,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Rhode Island,141,99
1112,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,South Carolina,897,153
1113,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,South Dakota,90,76
1114,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Tennessee,1.15,149
1115,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Texas,4.125,158
1116,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Utah,370,152
1117,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Vermont,30,37
1118,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Virginia,1.543,166
1119,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Washington,532,66
1120,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,West Virginia,481,193
1121,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wisconsin,960,130
1122,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wyoming,66,100
1123,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,2.552,509
1124,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,388,579
1125,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arizona,3.539,492
1126,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arkansas,1.538,496
1127,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,California,12.544,306
1128,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Colorado,2.725,497
1129,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Connecticut,1.799,448
1130,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Delaware,449,460
1131,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,District of Columbia,265,402
1132,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Florida,10.578,462
1133,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Georgia,4.344,432
1134,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Hawaii,536,322
1135,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Idaho,746,447
1136,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Illinois,4.85,358
1137,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Indiana,3.258,477
1138,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Iowa,1.537,421
1139,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kansas,1.475,472
1140,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,2.962,660
1141,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Louisiana,2.578,547
1142,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maine,802,538
1143,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maryland,1.903,297
1144,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Massachusetts,3.229,440
1145,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Michigan,4.647,439
1146,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Minnesota,2.574,420
1147,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1.814,598
1148,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Missouri,3.309,509
1149,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,637,563
1150,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nebraska,799,389
1151,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nevada,1.34,454
1152,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Hampshire,815,590
1153,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Jersey,3.218,337
1154,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1.43,673
1155,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New York,6.515,302
1156,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,North Carolina,4.991,479
1157,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,North Dakota,368,441
1158,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Ohio,6.756,559
1159,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,2.422,601
1160,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oregon,1.999,445
1161,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Pennsylvania,7.324,520
1162,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Rhode Island,649,531
1163,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,South Carolina,2.737,540
1164,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,South Dakota,469,495
1165,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Tennessee,3.873,564
1166,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Texas,9.976,374
1167,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Utah,1.223,456
1168,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Vermont,346,484
1169,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Virginia,3.429,396
1170,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Washington,3.192,419
1171,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,West Virginia,1.516,779
1172,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wisconsin,3.206,493
1173,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,400,658
1174,All Causes,All causes,Alabama,51.909,9245
1175,All Causes,All causes,Alaska,4.316,7474
1176,All Causes,All causes,Arizona,54.299,6718
1177,All Causes,All causes,Arkansas,31.617,9018
1178,All Causes,All causes,California,259.206,6216
1179,All Causes,All causes,Colorado,36.349,6650
1180,All Causes,All causes,Connecticut,30.535,6561
1181,All Causes,All causes,Delaware,8.582,7415
1182,All Causes,All causes,District of Columbia,4.871,7486
1183,All Causes,All causes,Florida,191.737,6629
1184,All Causes,All causes,Georgia,79.942,8081
1185,All Causes,All causes,Hawaii,11.053,5882
1186,All Causes,All causes,Idaho,13.026,7278
1187,All Causes,All causes,Illinois,106.872,7283
1188,All Causes,All causes,Indiana,62.713,8339
1189,All Causes,All causes,Iowa,29.6,7246
1190,All Causes,All causes,Kansas,26.664,7741
1191,All Causes,All causes,Kentucky,46.564,9247
1192,All Causes,All causes,Louisiana,43.716,8742
1193,All Causes,All causes,Maine,14.479,7835
1194,All Causes,All causes,Maryland,47.247,7057
1195,All Causes,All causes,Massachusetts,57.806,6848
1196,All Causes,All causes,Michigan,95.14,7844
1197,All Causes,All causes,Minnesota,42.8,6538
1198,All Causes,All causes,Mississippi,31.783,9637
1199,All Causes,All causes,Missouri,59.871,8169
1200,All Causes,All causes,Montana,9.942,7627
1201,All Causes,All causes,Nebraska,16.74,7392
1202,All Causes,All causes,Nevada,22.879,7572
1203,All Causes,All causes,New Hampshire,11.984,7206
1204,All Causes,All causes,New Jersey,72.271,6660
1205,All Causes,All causes,New Mexico,17.685,7415
1206,All Causes,All causes,New York,153.628,6440
1207,All Causes,All causes,North Carolina,89.133,7899
1208,All Causes,All causes,North Dakota,6.223,6968
1209,All Causes,All causes,Ohio,118.188,8284
1210,All Causes,All causes,Oklahoma,39.422,9043
1211,All Causes,All causes,Oregon,35.705,7223
1212,All Causes,All causes,Pennsylvania,132.598,7683
1213,All Causes,All causes,Rhode Island,10.163,7219
1214,All Causes,All causes,South Carolina,47.198,8400
1215,All Causes,All causes,South Dakota,7.731,7154
1216,All Causes,All causes,Tennessee,66.57,8864
1217,All Causes,All causes,Texas,189.654,7450
1218,All Causes,All causes,Utah,17.334,7121
1219,All Causes,All causes,Vermont,5.919,7147
1220,All Causes,All causes,Virginia,65.577,7216
1221,All Causes,All causes,Washington,54.595,6874
1222,All Causes,All causes,West Virginia,22.752,9434
1223,All Causes,All causes,Wisconsin,51.264,7159
1224,All Causes,All causes,Wyoming,4.778,7483
1225,Alzheimer's disease (G30),Alzheimer's disease,Alabama,2.282,418
1226,Alzheimer's disease (G30),Alzheimer's disease,Alaska,68,167
1227,Alzheimer's disease (G30),Alzheimer's disease,Arizona,2.943,358
1228,Alzheimer's disease (G30),Alzheimer's disease,Arkansas,1.457,415
1229,Alzheimer's disease (G30),Alzheimer's disease,California,15.065,357
1230,Alzheimer's disease (G30),Alzheimer's disease,Colorado,1.612,313
1231,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,966,190
1232,Alzheimer's disease (G30),Alzheimer's disease,Delaware,264,226
1233,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,129,192
1234,Alzheimer's disease (G30),Alzheimer's disease,Florida,7.031,218
1235,Alzheimer's disease (G30),Alzheimer's disease,Georgia,3.714,424
1236,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,422,195
1237,Alzheimer's disease (G30),Alzheimer's disease,Idaho,552,316
1238,Alzheimer's disease (G30),Alzheimer's disease,Illinois,3.686,244
1239,Alzheimer's disease (G30),Alzheimer's disease,Indiana,2.513,331
1240,Alzheimer's disease (G30),Alzheimer's disease,Iowa,1.339,299
1241,Alzheimer's disease (G30),Alzheimer's disease,Kansas,865,235
1242,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1.694,349
1243,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,2.018,425
1244,Alzheimer's disease (G30),Alzheimer's disease,Maine,544,284
1245,Alzheimer's disease (G30),Alzheimer's disease,Maryland,1.095,164
1246,Alzheimer's disease (G30),Alzheimer's disease,Massachusetts,1.815,202
1247,Alzheimer's disease (G30),Alzheimer's disease,Michigan,3.771,301
1248,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,1.789,260
1249,Alzheimer's disease (G30),Alzheimer's disease,Mississippi,1.402,441
1250,Alzheimer's disease (G30),Alzheimer's disease,Missouri,2.173,287
1251,Alzheimer's disease (G30),Alzheimer's disease,Montana,277,207
1252,Alzheimer's disease (G30),Alzheimer's disease,Nebraska,598,248
1253,Alzheimer's disease (G30),Alzheimer's disease,Nevada,874,329
1254,Alzheimer's disease (G30),Alzheimer's disease,New Hampshire,432,255
1255,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,2.26,198
1256,Alzheimer's disease (G30),Alzheimer's disease,New Mexico,483,199
1257,Alzheimer's disease (G30),Alzheimer's disease,New York,3.174,126
1258,Alzheimer's disease (G30),Alzheimer's disease,North Carolina,3.803,348
1259,Alzheimer's disease (G30),Alzheimer's disease,North Dakota,376,367
1260,Alzheimer's disease (G30),Alzheimer's disease,Ohio,4.643,311
1261,Alzheimer's disease (G30),Alzheimer's disease,Oklahoma,1.498,347
1262,Alzheimer's disease (G30),Alzheimer's disease,Oregon,1.652,330
1263,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,4.012,210
1264,Alzheimer's disease (G30),Alzheimer's disease,Rhode Island,453,288
1265,Alzheimer's disease (G30),Alzheimer's disease,South Carolina,2.453,462
1266,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,421,348
1267,Alzheimer's disease (G30),Alzheimer's disease,Tennessee,3.122,434
1268,Alzheimer's disease (G30),Alzheimer's disease,Texas,8.903,382
1269,Alzheimer's disease (G30),Alzheimer's disease,Utah,906,407
1270,Alzheimer's disease (G30),Alzheimer's disease,Vermont,298,351
1271,Alzheimer's disease (G30),Alzheimer's disease,Virginia,2.248,256
1272,Alzheimer's disease (G30),Alzheimer's disease,Washington,3.49,444
1273,Alzheimer's disease (G30),Alzheimer's disease,West Virginia,738,300
1274,Alzheimer's disease (G30),Alzheimer's disease,Wisconsin,2.087,275
1275,Alzheimer's disease (G30),Alzheimer's disease,Wyoming,151,242
1276,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2.937,522
1277,Cerebrovascular diseases (I60-I69),Stroke,Alaska,182,368
1278,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2.522,307
1279,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1.653,468
1280,Cerebrovascular diseases (I60-I69),Stroke,California,15.065,362
1281,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1.856,349
1282,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,1.388,285
1283,Cerebrovascular diseases (I60-I69),Stroke,Delaware,466,394
1284,Cerebrovascular diseases (I60-I69),Stroke,District of Columbia,242,383
1285,Cerebrovascular diseases (I60-I69),Stroke,Florida,11.433,371
1286,Cerebrovascular diseases (I60-I69),Stroke,Georgia,4.335,453
1287,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,735,382
1288,Cerebrovascular diseases (I60-I69),Stroke,Idaho,641,363
1289,Cerebrovascular diseases (I60-I69),Stroke,Illinois,5.709,384
1290,Cerebrovascular diseases (I60-I69),Stroke,Indiana,2.959,391
1291,Cerebrovascular diseases (I60-I69),Stroke,Iowa,1.418,332
